year,monarchid,runid,monarchrunid,monarchcatchsite,monarchcatchdate,monarchmass,trialdate,dayscaptive,trialsite,samecatchtrial,attachment,transmitterid,experiment,distance,temp,cloud,windspeed,winddirection,starttime,endtime,secobserved,numpoints,fly,dudtime,foundresources,firstlandon,foundalt,altresource,foundcover,cover,landcoverclass,releaseplant,releaseN,releaseE,resources,resourcecentroidN,resourcecentroidE,euclidiandistance,euclidianbearing,firststep,firstbearing
2018,18150,a,18150a,AdaHayden,7/20/2018,0.3,7/21/2018,1,BGE,n,battery,na,Perception,25,80.3,mostly clear,5.1,SSE,13:55:00,14:02:12,432,5,yes,,no,grass,no,,no,,Sod,vegetative blazing star,4667940.73,612196.735,"2 cmw, 2 purple blazing star",4667966.139,612196.635,105.557086,115.9678877,6.754095055,175.158865
2017,17100,a,17100a,BeefFarm,7/16/2017,0.64,7/20/2017,4,TurfStation,n,transmitter,na,Perception,5,85,mostly clear,2.5,E,8:55:00,9:25:00,1800,2,yes,,no,grass,no,,no,,Sod,vegetative wild bergamot,4662528.465,451813.001,"3 cmw, 2 purple blazing star","4,662,528.28","451,807.98",2.4989998,199.8851651,2.4989998,199.8851651
2017,17100,b,17100b,BeefFarm,7/16/2017,0.64,7/23/2017,7,BGE,n,transmitter,na,Perception,10,83,clear,5,E,9:37:00,9:37:34,34,2,yes,,no,grass,no,,no,,Sod,vegetative wild bergamot,4668615.338,613114.042,"2 cmw, 1 purple blazing star",4668614.905,613104.49,11.00872381,46.91405663,11.00872381,46.91405663
2017,17100,c,17100c,BeefFarm,7/16/2017,0.64,7/23/2017,7,BGE,n,transmitter,na,Perception,10,83,clear,5,E,9:41:00,9:51:00,600,1,no,10,no,,no,,no ,,Sod,vegetative wild bergamot,4668615.338,613114.042,"2 cmw, 1 purple blazing star",4668614.905,613104.49,,,,
2017,17100,d,17100d,BeefFarm,7/16/2017,0.64,7/23/2017,7,BGE,n,transmitter,na,Perception,10,83,clear,5,E,9:53:00,9:58:04,304,2,yes,,no,grass,no,,no,,Sod,vegetative wild bergamot,4668615.338,613114.042,"2 cmw, 1 purple blazing star",4668614.905,613104.49,,,,
2017,17101,a,17101a,Jesse,7/17/2017,0.46,7/20/2017,3,TurfStation,n,transmitter,na,Perception,5,77,mostly cloudy,1,E,7:59:00,8:29:00,1800,5,yes,,no,grass,no,,no,,Sod,vegetative wild bergamot,4662528.465,451813.001,"3 cmw, 2 purple blazing star","4,662,528.28","451,807.98",11.21346512,108.5642115,1.312440475,197.7446716
2017,17102,a,17102a,Van2,7/17/2017,0.48,7/22/2017,5,BGE,n,transmitter,na,Perception,10,80,cloudy,3,W,10:42:00,10:49:00,420,1,no,7,no,,no,,no ,,Sod,vegetative wild bergamot,4668615.031,613084.843,"2 cmw, 1 purple blazing star","4,668,614.57","613,095.30",,,,
2017,17103,a,17103a,BeefFarm,7/17/2017,0.33,7/20/2017,3,TurfStation,n,transmitter,na,Perception,5,86,mostly clear,1.5,E,8:43:00,8:46:00,180,4,yes,,no,grass,no,,no,,Sod,vegetative wild bergamot,4662528.465,451813.001,"3 cmw, 2 purple blazing star","4,662,528.28","451,807.98",72.26967967,95.39109886,4.378333016,176.4644804
2017,17106,a,17106a,AdaHayden,7/19/2017,0.46,7/22/2017,3,BGE,n,transmitter,na,Perception,5,71.5,cloudy,3,W,8:39:00,9:11:00,1930,5,yes,,no,grass,no,,no ,,Sod,vegetative wild bergamot,4668614.017,613090.376,"2 cmw, 1 purple blazing star","4,668,614.57","613,095.30",32.1065118,207.0279406,8.554677083,234.5635376
2017,17106,b,17106b,AdaHayden,7/19/2017,0.46,7/22/2017,3,BGE,n,transmitter,na,Perception,5,76,cloudy,3.5,W,9:14:00,9:19:00,300,2,yes,,yes,resources: blazing star,no,,no ,,Sod,vegetative wild bergamot,4668614.017,613090.376,"2 cmw, 1 purple blazing star","4,668,614.57","613,095.30",4.950646423,83.62146622,4.950646423,83.62146622
2017,17106,c,17106c,AdaHayden,7/19/2017,0.46,7/22/2017,3,BGE,n,transmitter,na,Perception,5,76,cloudy,3.5,W,9:56:00,9:58:00,120,2,yes,,yes,resources: blazing star,no,,no ,,Sod,vegetative wild bergamot,4668614.017,613090.376,"2 cmw, 1 purple blazing star","4,668,614.57","613,095.30",4.950646423,83.62146622,4.950646423,83.62146622
2017,17106,d,17106d,AdaHayden,7/19/2017,0.46,7/22/2017,3,BGE,n,transmitter,na,Perception,5,76,cloudy,3.5,W,10:02:00,10:02:10,10,2,yes,,yes,resources: blazing star,no,,no ,,Sod,vegetative wild bergamot,4668614.017,613090.376,"2 cmw, 1 purple blazing star","4,668,614.57","613,095.30",4.950646423,83.62146622,4.950646423,83.62146622
2017,17106,e,17106e,AdaHayden,7/19/2017,0.46,7/22/2017,3,BGE,n,transmitter,na,Perception,10,76,cloudy,3.5,W,10:03:00,10:04:00,60,2,yes,,yes,resources: blazing star,no,,no ,,Sod,vegetative wild bergamot,4668613.984,613085.439,"2 cmw, 1 purple blazing star","4,668,614.57","613,095.30",9.877636357,86.57563387,9.877636357,86.57563387
2017,17106,f,17106f,AdaHayden,7/19/2017,0.46,7/22/2017,3,BGE,n,transmitter,na,Perception,10,76,cloudy,3.5,W,10:07:00,10:15:00,480,1,no,8,no,,no,,no ,,Sod,vegetative wild bergamot,4668613.984,613085.439,"2 cmw, 1 purple blazing star","4,668,614.57","613,095.30",,,,
2017,17109,a,17109a,TurfStation,7/22/2017,0.37,7/22/2017,0,BGE,n,transmitter,na,Perception,10,86,cloudy,0,SE,11:50:00,10:50:00,83407,4,yes,,no,grass,yes,blooming common milkweed,yes,corn,Sod,vegetative wild bergamot,4668613.984,613085.439,"2 cmw, 1 purple blazing star","4,668,614.57","613,095.30",442.1691694,105.962483,116.8315163,107.1445539
2017,17110,a,17110a,TurfStation,7/22/2017,,7/23/2017,1,BGE,n,none,na,Perception,10,83,clear,11,E,10:30:00,10:30:34,34,2,yes,,no,grass,no,,no,,Sod,vegetative wild bergamot,4668615.338,613114.042,"2 cmw, 1 purple blazing star",4668614.905,613104.49,42.27446629,147.6670599,42.27446629,147.6670599
2017,17110,b,17110b,TurfStation,7/22/2017,,7/23/2017,1,BGE,n,none,na,Perception,0,83,clear,11,E,10:35:00,10:35:12,12,2,yes,,no,grass,no,,yes,corn,Sod,blazing star,4668614.905,613104.49,"2 cmw, 1 purple blazing star",4668614.905,613104.49,169.8489553,140.0778127,169.8489553,140.0778127
2017,17111,a,17111a,TurfStation,7/22/2017,0.19,7/22/2017,0,BGE,n,transmitter,na,Perception,50,89,cloudy,2,SE,1:41:00,1:44:00,187,3,yes,,no,grass,no,,no ,,Sod,vegetative wild bergamot,4668613.736,613063.518,"2 cmw, 1 purple blazing star","4,668,614.57","613,095.30",4.021007337,144.4126294,7.137632661,177.3500528
2017,17111,b,17111b,TurfStation,7/22/2017,0.19,7/22/2017,0,BGE,n,none,na,Perception,50,89,cloudy,2,SE,1:47:00,1:49:00,127,3,yes,,no,grass,no,,no ,,Sod,vegetative wild bergamot,4668613.736,613063.518,"2 cmw, 1 purple blazing star","4,668,614.57","613,095.30",132.6248698,30.14355485,92.87336001,32.52134714
2017,17111,c,17111c,TurfStation,7/22/2017,0.19,7/23/2017,1,BGE,n,transmitter,na,Perception,10,83,clear,11,E,10:10:00,10:20:00,600,1,no,10,no,,no,,no ,,Sod,vegetative wild bergamot,4668615.338,613114.042,"2 cmw, 1 purple blazing star",4668614.905,613104.49,,,,
2017,17113,a,17113a,BGE,7/22/2017,0.29,7/23/2017,1,BGE,y,transmitter,na,Perception,5,79,clear,6,E,8:18:00,8:18:34,34,2,yes,,no,grass,no,,no,,Sod,vegetative wild bergamot,4668615.172,613109.922,"2 cmw, 1 purple blazing star",4668614.905,613104.49,24.83453241,99.12854943,24.83453241,99.12854943
2017,17113,b,17113b,BGE,7/22/2017,0.29,7/23/2017,1,BGE,y,transmitter,na,Perception,5,79,clear,6,E,8:24:00,8:25:07,67,3,yes,,no,grass,no,,no,,Sod,vegetative wild bergamot,4668615.172,613109.922,"2 cmw, 1 purple blazing star",4668614.905,613104.49,26.34076878,78.37012569,11.88246607,79.67358945
2017,17113,c,17113c,BGE,7/22/2017,0.29,7/23/2017,1,BGE,y,transmitter,na,Perception,5,79,clear,6,E,8:32:00,8:33:04,64,2,yes,,no,grass,no,,no,,Sod,vegetative wild bergamot,4668614.795,613099.433,"2 cmw, 1 purple blazing star",4668614.905,613104.49,35.69328228,78.52636574,35.69328228,78.52636574
2017,17113,d,17113d,BGE,7/22/2017,0.29,7/23/2017,1,BGE,y,transmitter,na,Perception,5,79,clear,6,E,8:37:00,8:53:04,964,3,yes,,no,grass,no,,no,,Sod,vegetative wild bergamot,4668614.795,613099.433,"2 cmw, 1 purple blazing star",4668614.905,613104.49,19.95323031,80.33468626,15.65717727,113.4868929
2017,17115,a,17115a,BGE,7/23/2017,0.79,7/24/2017,1,TurfStation,n,transmitter,na,Perception,25,80,mostly clear,2,W,10:43:00,10:45:40,160,4,yes,,no,grass,no,,no,,Sod,vegetative wild bergamot,4662549.304,451798.98,"2 cmw, 1 purple blazing star",4662548.949,451823.747,20.56329011,206.2036863,5.396044848,216.6362987
2017,17115,b,17115b,BGE,7/23/2017,0.79,7/24/2017,1,TurfStation,n,transmitter,na,Perception,25,80,mostly clear,2,W,10:46:00,10:48:32,152,3,yes,,no,,no,,yes,lost,Sod,vegetative wild bergamot,4662549.304,451798.98,"2 cmw, 1 purple blazing star",4662548.949,451823.747,432.8496119,185.3129518,165.018226,173.0911752
2017,17123,a,17123a,BGE,7/23/2017,0.51,7/24/2017,1,TurfStation,n,transmitter,na,Perception,50,82,mostly clear,2.5,W,12:10:00,12:15:07,307,3,yes,,no,grass,no,,no,,Sod,vegetative wild bergamot,4662552.12,451826.462,"2 cmw, 1 purple blazing star",4662550.86,451776.555,77.4229333,142.4832969,9.715950803,87.99458195
2017,17127,a,17127a,Jesse,7/24/2017,0.64,7/25/2017,1,TurfStation,n,transmitter,na,Perception,25,75.5,clear,11.5,N,9:57:00,9:58:34,94,2,yes,,no,,no,,no ,,Sod,vegetative wild bergamot,4662532.08,451810.629,"2 cmw, 3 purple blazing star","4,662,507.21","451,810.00",38.89893572,290.0560947,38.89893572,290.0560947
2017,17127,b,17127b,Jesse,7/24/2017,0.64,7/25/2017,1,TurfStation,n,transmitter,na,Perception,25,75.5,clear,11.5,N,10:08:00,10:09:34,94,2,yes,,no,,no,,no ,,Sod,vegetative wild bergamot,4662532.08,451810.629,"2 cmw, 3 purple blazing star","4,662,507.21","451,810.00",26.87879834,280.0055102,26.87879834,280.0055102
2017,17127,c,17127c,Jesse,7/24/2017,0.64,7/25/2017,1,TurfStation,n,transmitter,na,Perception,25,75.5,clear,11.5,N,10:17:00,10:18:34,94,2,yes,,no,,no,,yes,lost,Sod,vegetative wild bergamot,4662532.08,451810.629,"2 cmw, 3 purple blazing star","4,662,507.21","451,810.00",121.8637834,358.0061086,121.8637834,358.0061086
2017,17134,a,17134a,AdaHayden,7/25/2017,0.63,7/27/2017,2,TurfStation,n,transmitter,na,Perception,25,83,mostly clear,4,S,11:31:00,12:22:44,3104,6,yes,,no,grass,no,,yes,tree,Sod,vegetative wild bergamot,4662542.445,451812.722,"2 cmw, 3 purple blazing star",4662542.445,451812.722,414.6607599,195.4221154,7.391380115,6.759651337
2017,17135,a,17135a,AdaHayden,7/25/2017,0.52,7/27/2017,2,TurfStation,n,transmitter,na,Perception,25,76,clear,6,S,10:06:00,10:09:13,193,2,yes,,no,grass,no,,no ,,Sod,vegetative wild bergamot,4662542.445,451812.722,"2 cmw, 3 purple blazing star",4662542.445,451812.722,5.687925808,247.8993009,5.687925808,247.8993009
2017,17135,b,17135b,AdaHayden,7/25/2017,0.52,7/27/2017,2,TurfStation,n,transmitter,na,Perception,25,76,clear,6,S,10:10:00,10:13:13,193,2,yes,,no,grass,no,,no ,,Sod,vegetative wild bergamot,4662542.445,451812.722,"2 cmw, 3 purple blazing star",4662542.445,451812.722,20.21728468,177.0229609,20.21728468,177.0229609
2017,17137,a,17137a,AdaHayden,7/25/2017,0.52,7/27/2017,2,TurfStation,n,transmitter,na,Perception,50,79,clear,5,S,10:21:00,10:24:17,197,2,yes,,no,grass,no,,no ,,Sod,vegetative wild bergamot,4662517.17,451811.049,"2 cmw, 3 purple blazing star",4662542.445,451812.722,14.76591345,224.1768414,1.990075375,264.2321111
2017,17137,b,17137b,AdaHayden,7/25/2017,0.52,7/27/2017,2,TurfStation,n,transmitter,na,Perception,50,79,clear,5,S,10:26:00,10:26:14,14,2,yes,,no,grass,no,,no ,,Sod,vegetative wild bergamot,4662517.17,451811.049,"2 cmw, 3 purple blazing star",4662542.445,451812.722,4.522941521,208.0948419,4.522941521,208.0948419
2017,17137,c,17137c,AdaHayden,7/25/2017,0.52,7/27/2017,2,TurfStation,n,transmitter,na,Perception,50,79,clear,5,S,10:42:00,10:43:13,73,2,yes,,no,grass,no,,no ,,Sod,vegetative wild bergamot,4662517.17,451811.049,"2 cmw, 3 purple blazing star",4662542.445,451812.722,2.039436197,238.0243963,2.039436197,238.0243963
2017,17139,a,17139a,AdaHayden,7/25/2017,0.54,7/28/2017,3,TurfStation,n,transmitter,na,Perception,50,83,mostly clear,1,N,10:37:00,10:40:10,190,4,yes,,no,grass,no,,no ,,Sod,vegetative wild bergamot,4662517.264,451811.042,"2 cmw, 3 purple blazing star","4,662,567.18","451,812.76",10.19651901,98.28903615,0.588982173,40.17923391
2017,17139,b,17139b,AdaHayden,7/25/2017,0.54,7/28/2017,3,TurfStation,n,transmitter,na,Perception,50,83,mostly clear,1,N,10:41:00,10:42:04,64,2,yes,,no,grass,no,,no ,,Sod,vegetative wild bergamot,4662517.264,451811.042,"2 cmw, 3 purple blazing star","4,662,567.18","451,812.76",14.19239585,235.8844489,14.19239585,235.8844489
2017,17142,a,17142a,AdaHayden,7/25/2017,0.53,7/28/2017,3,TurfStation,n,transmitter,na,Perception,5,81,mostly clear,3,S,10:26:00,10:26:34,34,2,yes,,no,grass,no,,no ,,Sod,vegetative wild bergamot,4662561.733,451812.786,"2 cmw, 3 purple blazing star","4,662,567.18","451,812.76",43.40843351,52.87403649,43.40843351,52.87403649
2017,17144,a,17144a,AdaHayden,7/25/2017,0.36,7/27/2017,2,TurfStation,n,transmitter,na,Perception,5,81,clear,5,S,10:56:00,11:01:07,307,3,yes,,no,grass,no,,no ,,Sod,vegetative wild bergamot,4662561.959,451812.801,"2 cmw, 3 purple blazing star",4662542.445,451812.722,4.856222812,166.9081069,1.089311709,133.5121325
2017,17144,b,17144b,AdaHayden,7/25/2017,0.36,7/27/2017,2,TurfStation,n,transmitter,na,Perception,5,81,clear,5,S,11:03:00,11:04:31,91,2,yes,,no,grass,no,,no ,,Sod,vegetative wild bergamot,4662561.959,451812.801,"2 cmw, 3 purple blazing star",4662542.445,451812.722,3.002215849,200.0646315,3.002215849,200.0646315
2017,17145,a,17145a,AdaHayden,7/25/2017,0.55,7/28/2017,3,TurfStation,n,transmitter,na,Perception,5,78,mostly clear,1,S,10:03:00,10:19:00,960,1,no,16,no,,no,,no ,,Sod,vegetative wild bergamot,4662561.733,451812.786,"2 cmw, 3 purple blazing star","4,662,567.18","451,812.76",,,,
2017,17146,a,17146a,AdaHayden,7/25/2017,0.53,7/27/2017,2,TurfStation,n,transmitter,na,Perception,25,83,clear,5,S,11:14:00,11:14:16,16,2,yes,,no,grass,no,,no ,,Sod,vegetative wild bergamot,4662542.445,451812.722,"2 cmw, 3 purple blazing star",4662542.445,451812.722,,,,
2017,17146,b,17146b,AdaHayden,7/25/2017,0.53,7/27/2017,2,TurfStation,n,transmitter,na,Perception,25,83,clear,5,S,11:17:00,11:17:16,16,2,yes,,no,grass,no,,no ,,Sod,vegetative wild bergamot,4662542.445,451812.722,"2 cmw, 3 purple blazing star",4662542.445,451812.722,21.68769236,104.2540971,21.68769236,104.2540971
2017,17149,a,17149a,AdaHayden,7/25/2017,0.58,7/27/2017,2,TurfStation,n,transmitter,na,Perception,50,78,mostly clear,4.5,S,9:50:00,9:51:47,107,3,yes,,no,grass,no,,no ,,Sod,vegetative wild bergamot,4662517.17,451811.049,"2 cmw, 3 purple blazing star",4662542.445,451812.722,87.70701283,303.1881851,13.82434085,195.524111
2017,17150,a,17150a,AdaHayden,7/25/2017,0.61,7/28/2017,3,TurfStation,n,none,na,Perception,25,74.7,mostly clear,1,S,8:49:00,8:49:53,53,5,yes,,no,grass,no,,no ,,Sod,vegetative wild bergamot,4662542.397,451812.771,"2 cmw, 3 purple blazing star","4,662,567.18","451,812.76",20.60788684,281.277217,2.715326868,326.7195991
2017,17151,a,17151a,AdaHayden,7/25/2017,0.37,7/29/2017,4,BGE,n,transmitter,na,Perception,5,81,mostly clear,3,SSW,1:22:00,1:23:43,103,2,yes,,no,grass,no,,no ,,Sod,vegetative wild bergamot,4668649.344,613158.219,"3 cmw, 3 purple blazing star","4,668,652.39","613,161.98",16.07844831,235.8750582,16.07844831,235.8750582
2017,17153,a,17153a,TurfStation,7/27/2017,0.55,7/29/2017,2,BGE,n,transmitter,na,Perception,5,80,mostly cloudy,3.5,SSW,1:38:00,1:40:32,152,3,yes,,no,corn,no,,yes,corn,Sod,vegetative wild bergamot,4668649.344,613158.219,"3 cmw, 3 purple blazing star","4,668,652.39","613,161.98",238.6921972,230.5487945,252.5000792,230.7377347
2017,17154,a,17154a,TurfStation,7/27/2017,0.46,7/29/2017,2,BGE,n,transmitter,na,Perception,50,77,clear,7,SW,10:50:00,10:57:46,466,2,yes,,no,,no,,yes,lost,Sod,vegetative wild bergamot,4668620.538,613123.015,"3 cmw, 3 purple blazing star","4,668,652.39","613,161.98",644.5185345,257.9939052,644.5185345,257.9939052
2017,17159,a,17159a,AdaHayden,7/27/2017,0.55,7/29/2017,2,BGE,n,transmitter,na,Perception,5,76,clear,5.5,SW,10:13:00,10:20:06,426,7,yes,,no,grass,no,,no ,,Sod,vegetative wild bergamot,4668649.344,613158.219,"3 cmw, 3 purple blazing star","4,668,652.39","613,161.98",33.02377931,283.8763409,3.633469417,288.2853518
2017,17159,b,17159b,AdaHayden,7/27/2017,0.55,7/29/2017,2,BGE,n,transmitter,na,Perception,5,76,clear,5.5,SW,10:21:00,10:23:01,121,2,yes,,no,grass,no,,no ,,Sod,vegetative wild bergamot,4668649.344,613158.219,"3 cmw, 3 purple blazing star","4,668,652.39","613,161.98",10.94412171,235.0465801,10.94412171,235.0465801
2017,17160,a,17160a,AdaHayden,7/27/2017,0.47,7/29/2017,2,BGE,n,transmitter,na,Perception,5,74,clear,7,SW,9:53:00,10:03:00,600,1,no,10,no,,no,,no ,,Sod,vegetative wild bergamot,4668649.344,613158.219,"3 cmw, 3 purple blazing star","4,668,652.39","613,161.98",,,,
2017,17161,a,17161a,TurfStation,7/28/2017,0.67,7/29/2017,1,BGE,n,transmitter,na,Perception,5,80,mostly clear,4.4,SW,2:07:00,2:19:00,720,1,no,12,no,,no,,no ,,Sod,vegetative wild bergamot,4668649.344,613158.219,"3 cmw, 3 purple blazing star","4,668,652.39","613,161.98",,,,
2017,17164,a,17164a,BGE,7/28/2017,0.33,7/29/2017,1,BGE,y,transmitter,na,Perception,25,77,clear,6,SW,10:31:00,10:41:03,603,2,yes,,no,grass,no,,no ,,Sod,vegetative wild bergamot,4668636.534,613142.648,"3 cmw, 3 purple blazing star","4,668,652.39","613,161.98",23.7026412,225.3418562,23.7026412,225.3418562
2017,17166,a,17166a,BGE,7/28/2017,0.46,7/29/2017,1,BGE,y,transmitter,na,Perception,5,78,mostly clear,5,SW,1:56:00,1:57:34,94,2,yes,,no,,no,,no ,,Sod,vegetative wild bergamot,4668649.344,613158.219,"3 cmw, 3 purple blazing star","4,668,652.39","613,161.98",2.412985702,235.98065,2.412985702,235.98065
2017,17171,a,17171a,BGE,7/29/2017,0.56,7/30/2017,1,BGE,y,transmitter,na,Perception,5,78,clear,4,NW,9:57:00,10:00:18,198,2,yes,,no,,no,,no ,,Sod,vegetative wild bergamot,4668650.733,613168.523,"3 cmw, 3 purple blazing star","4,668,650.89","613,173.71",151.0723833,34.02351512,151.0723833,34.02351512
2017,17172,a,17172a,BGE,7/29/2017,,7/30/2017,1,BGE,y,transmitter,na,Perception,5,84,clear,3.5,NW,11:02:00,11:50:02,2882,4,yes,,no,grass,no,,yes,lost,Sod,vegetative wild bergamot,4668650.733,613168.523,"3 cmw, 3 purple blazing star","4,668,650.89","613,173.71",1479.60805,350.883997,247.3196889,352.7456772
2017,17176,a,17176a,BGE,7/29/2017,0.39,7/29/2017,0,BGE,y,transmitter,na,Perception,5,78.6,mostly clear,4.5,SSW,1:10:00,1:13:34,214,2,yes,,no,,no,,no ,,Sod,vegetative wild bergamot,4668649.344,613158.219,"3 cmw, 3 purple blazing star","4,668,652.39","613,161.98",34.43288109,321.8287546,34.43288109,321.8287546
2017,17177,a,17177a,BGE,7/29/2017,,7/30/2017,1,BGE,y,transmitter,na,Perception,5,82,mostly clear,0,NW,9:13:00,9:25:00,720,1,no,12,no,,no,,no ,,Sod,vegetative wild bergamot,4668650.733,613168.523,"3 cmw, 3 purple blazing star","4,668,650.89","613,173.71",,,,
2017,17179,a,17179a,BGE,7/29/2017,0.4,7/30/2017,1,BGE,y,transmitter,na,Perception,5,87,mostly clear,2,NW,10:24:00,10:34:21,621,13,yes,,no,grass,no,,no ,,Sod,vegetative wild bergamot,4668650.733,613168.523,"3 cmw, 3 purple blazing star","4,668,650.89","613,173.71",84.93985225,282.7665937,3.584034039,9.961676452
2017,17179,b,17179b,BGE,7/29/2017,0.4,7/30/2017,1,BGE,y,transmitter,na,Perception,5,87,clear,2,NNW,10:39:00,10:49:43,643,5,yes,,no,grass,no,,no ,,Sod,vegetative wild bergamot,4668650.733,613168.523,"3 cmw, 3 purple blazing star","4,668,650.89","613,173.71",21.30019953,244.529716,1.500833101,6.888258278
2017,17181,a,17181a,BGE,7/29/2017,0.36,7/30/2017,1,BGE,y,transmitter,na,Perception,5,90,clear,1,NNW,10:11:00,10:12:37,97,3,yes,,no ,grass,no,,no ,,Sod,vegetative wild bergamot,4668650.733,613168.523,"3 cmw, 3 purple blazing star","4,668,650.89","613,173.71",24.82248376,111.4070706,2.325725693,30.20323776
2017,17182,a,17182a,BGE,7/29/2017,0.59,7/30/2017,1,BGE,y,transmitter,na,Perception,5,85,clear,3,NW,9:34:00,9:46:00,720,1,no,12,no,,no,,no ,,Sod,vegetative wild bergamot,4668650.733,613168.523,"3 cmw, 3 purple blazing star","4,668,650.89","613,173.71",,,,
2017,17184,a,17184a,BGE,7/30/2017,0.55,7/31/2017,1,BeefFarm,n,transmitter,na,Perception,5,89,mostly clear,4.5,NE,12:41:00,12:53:30,750,2,yes,,no,tree,no,,yes,tree,Pasture,vegetative wild bergamot,4649087.151,445305.213,"2 cmw, 3 purple blazing star","4,649,084.34","445,301.67",156.8545677,65.49860677,156.8545677,65.49860677
2017,17186,a,17186a,BGE,7/30/2017,0.46,8/2/2017,3,BeefFarm,n,battery,na,Perception,5,82,mostly clear,3.5,SSW,10:39:00,10:39:19,19,2,yes,,no,red clover,yes,red clover,no,,Pasture,vegetative wild bergamot,4649065.09,445323.624,"3 cmw, 2 purple blazing star","4,649,069.06","445,323.11",35.1572937,273.7999821,35.1572937,273.7999821
2017,17186,b,17186b,BGE,7/30/2017,0.46,8/2/2017,3,BeefFarm,n,battery,na,Perception,5,82,mostly clear,3.5,SSW,10:41:00,10:41:30,30,3,yes,,no,red clover,yes,red clover,no,,Pasture,vegetative wild bergamot,4649065.09,445323.624,"3 cmw, 2 purple blazing star","4,649,069.06","445,323.11",53.89849812,238.5895835,40.84018854,255.1164792
2017,17186,c,17186c,BGE,7/30/2017,0.46,8/2/2017,3,BeefFarm,n,battery,na,Perception,5,82,mostly clear,3.5,SSW,10:44:00,10:49:00,300,2,yes,,no,,no,,yes,lost,Pasture,vegetative wild bergamot,4649065.09,445323.624,"3 cmw, 2 purple blazing star","4,649,069.06","445,323.11",97.15113381,202.4628981,97.15113381,202.4628981
2017,17196,a,17196a,BeefFarm,7/31/2017,0.43,8/2/2017,2,BeefFarm,y,battery,na,Perception,5,80,mostly clear,2.5,S,10:22:00,10:36:00,600,1,no,10,no,,no,,no,,Pasture,vegetative wild bergamot,4649065.09,445323.624,"3 cmw, 2 purple blazing star","4,649,069.06","445,323.11",,,,
2017,17202,a,17202a,MacFarland,7/31/2017,0.45,8/2/2017,2,BeefFarm,n,battery,na,Perception,5,75,mostly clear,3,SSE,9:28:00,9:28:10,10,2,yes,,yes,resources: blazing star,no,,no,,Pasture,vegetative wild bergamot,4649065.09,445323.624,"3 cmw, 2 purple blazing star","4,649,069.06","445,323.11",3.510512783,359.0206803,3.510512783,359.0206803
