year,monarchid,runid,monarchrunid,monarchcatchsite,monarchcatchdate,monarchmass,trialdate,dayscaptive,trialsite,samecatchtrial,attachment,transmitterid,experiment,distance,temp,cloud,windspeed,winddirection,starttime,endtime,secobserved,numpoints,fly,dudtime,foundresources,firstlandon,foundalt,altresource,foundcover,cover,landcoverclass,releaseplant,releaseN,releaseE,resources,resourcecentroidN,resourcecentroidE,euclidiandistance,euclidianbearing,firststep,firstbearing
2018,18126,a,18126a,AdaHayden,7/16/2018,0.47,7/17/2018,1,Stensland,n,transmitter,46,Perception,5,82,mostly clear,4.2,NW,12:57:00,13:05:31,511,5,yes,,no,grass,no,,no,,Sod,vegetative blazing star,4622500.413,434078.607,"2 cmw, 2 purple blazing star","4,622,495.56","434,078.18",10.30248999,353.1991918,1.848053029,335.3764352
2018,18127,a,18127a,AdaHayden,7/16/2018,0.27,7/18/2018,2,Stensland,n,transmitter,46,Perception,25,85,clear,2,NNW,9:43:00,9:58:00,900,1,no,15,no,,no,,no,,Sod,vegetative blazing star,4622502.952,434077.732,"2 cmw, 2 purple blazing star",4622477.389,434074.591,,,,
2018,18128,a,18128a,AdaHayden,7/16/2018,0.52,7/17/2018,1,Stensland,n,transmitter,46,Perception,5,82,mostly clear,2.2,NW,12:41:00,12:44:09,189,3,yes,,no,grass,no,,no,,Sod,vegetative blazing star,4622500.413,434078.607,"2 cmw, 2 purple blazing star","4,622,495.56","434,078.18",31.91111562,147.5549721,3.203263961,224.6205633
2018,18129,a,18129a,AdaHayden,7/16/2018,0.41,7/18/2018,2,Stensland,n,transmitter,46,Perception,25,85,clear,0.5,NNW,10:49:00,10:52:14,194,3,yes,,no,grass,no,,yes,grass berm,Sod,vegetative blazing star,4622502.952,434077.732,"2 cmw, 2 purple blazing star",4622477.389,434074.591,93.53117234,20.14378027,2.488051446,274.6106493
2018,18131,a,18131a,AdaHayden,7/16/2018,,7/17/2018,1,Stensland,n,transmitter,47,Perception,5,76.5,cloudy,2.2,NW,10:27:00,11:12:05,2705,4,yes,,no,grass,no,,yes,lost,Sod,vegetative blazing star,4622500.413,434078.607,"2 cmw, 2 purple blazing star","4,622,495.56","434,078.18",297.2306754,333.7159857,15.19055628,143.6204427
2018,18133,a,18133a,AdaHayden,7/16/2018,0.37,7/17/2018,1,Stensland,n,transmitter,46,Perception,5,83.5,mostly clear,5.1,NW,13:48:00,13:49:47,107,3,yes,,no,grass,no,,no,,Sod,vegetative blazing star,4622500.413,434078.607,"2 cmw, 2 purple blazing star","4,622,495.56","434,078.18",36.67814745,163.9022563,2.267377339,301.6571663
2018,18134,a,18134a,AdaHayden,7/16/2018,0.34,7/21/2018,5,BGE,n,none,na,Perception,25,73.5,mostly cloudy,8,S,11:19:00,11:25:43,403,3,yes,,no,grass,no,,no,,Sod,vegetative blazing star,4667940.73,612196.735,"2 cmw, 2 purple blazing star",4667966.139,612196.635,164.4371725,200.4638794,18.30061474,157.8497621
2018,18135,a,18135a,AdaHayden,7/16/2018,0.35,7/21/2018,5,BGE,n,battery,na,Perception,25,76.5,mostly cloudy,4.2,SE,11:38:00,11:53:06,906,3,yes,,no,grass,no,,no,,Sod,vegetative blazing star,4667940.73,612196.735,"2 cmw, 2 purple blazing star",4667966.139,612196.635,6.724284349,182.0454085,0.609015599,150.4885015
2018,18137,a,18137a,AdaHayden,7/16/2018,0.29,7/18/2018,2,Stensland,n,transmitter,46,Perception,25,91,mostly clear,2,NNW,12:13:00,12:28:00,900,1,no,15,no,,no,,no,,Sod,vegetative blazing star,4622502.952,434077.732,"2 cmw, 2 purple blazing star",4622477.389,434074.591,,,,
2018,18138,a,18138a,AdaHayden,7/16/2018,0.29,7/18/2018,2,Stensland,n,transmitter,46,Perception,25,83,clear,6,NNE,11:01:00,11:18:19,1039,7,yes,,no,grass,no,,no,,Sod,vegetative blazing star,4622502.952,434077.732,"2 cmw, 2 purple blazing star",4622477.389,434074.591,14.23829344,282.6990316,1.053090689,300.217274
2018,18139,a,18139a,AdaHayden,7/16/2018,0.38,7/18/2018,2,Stensland,n,transmitter,46,Perception,25,89,mostly clear,1,NNE,11:28:00,11:43:04,904,2,yes,,no,grass,no,,no,,Sod,vegetative blazing star,4622502.952,434077.732,"2 cmw, 2 purple blazing star",4622477.389,434074.591,53.73394644,353.5137961,53.73394644,353.5137961
2018,18140,a,18140a,Jesse,7/16/2018,0.35,7/18/2018,2,Stensland,n,transmitter,46,Perception,25,82,clear,3,NNW,10:04:00,10:18:06,846,3,yes,,no,grass,no,,no,,Sod,vegetative blazing star,4622502.952,434077.732,"2 cmw, 2 purple blazing star",4622477.389,434074.591,3.358824199,44.63813673,1.150391237,1.494333593
2018,18141,a,18141a,Jesse,7/16/2018,0.53,7/18/2018,2,Stensland,n,transmitter,46,Perception,25,81,clear,3,NNW,10:27:00,10:29:07,127,3,yes,,no,grass,no,,no,,Sod,vegetative blazing star,4622502.952,434077.732,"2 cmw, 2 purple blazing star",4622477.389,434074.591,22.68049603,269.6210652,5.54205738,253.0036839
2018,18142,a,18142a,Jesse,7/16/2018,0.49,7/17/2018,1,Stensland,n,transmitter,46,Perception,5,85,mostly clear,3.1,NW,12:25:00,12:27:21,141,2,yes,,yes,resources: blazing star,no,,no,,Sod,vegetative blazing star,4622500.413,434078.607,"2 cmw, 2 purple blazing star","4,622,495.56","434,078.18",4.869024544,185.0665843,4.869024544,185.0665843
2018,18143,a,18143a,Jesse,7/16/2018,0.21,7/21/2018,5,BGE,n,none,na,Perception,25,78.2,mostly clear,7.6,SE,13:33:00,13:37:53,293,8,yes,,no,grass,no,,no,,Sod,vegetative blazing star,4667940.73,612196.735,"2 cmw, 2 purple blazing star",4667966.139,612196.635,105.133449,147.0778008,1.502664301,153.0939066
2018,18144,a,18144a,Jesse,7/16/2018,0.52,7/17/2018,1,Stensland,n,transmitter,46,Perception,5,85.2,mostly cear,1.3,NW,13:17:00,13:32:04,904,2,yes,,no,,no,,no,,Sod,vegetative blazing star,4622500.413,434078.607,"2 cmw, 2 purple blazing star","4,622,495.56","434,078.18",46.11876516,356.4445895,46.11876516,356.4445895
2018,18145,a,18145a,Stensland,7/18/2018,,7/21/2018,3,BGE,n,battery,na,Perception,25,74.3,mostly clear,6.2,SE,12:02:00,12:09:01,421,2,yes,,no,,no,,yes,lost,Sod,vegetative blazing star,4667940.73,612196.735,"2 cmw, 2 purple blazing star",4667966.139,612196.635,314.187565,143.8318477,314.187565,143.8318477
2018,18146,a,18146a,Stensland,7/18/2018,,7/21/2018,3,BGE,n,battery,na,Perception,25,79,mostly cloudy,6.4,SE,13:02:00,13:04:16,136,3,yes,,no,,no,,yes,lost,Sod,vegetative blazing star,4667940.73,612196.735,"2 cmw, 2 purple blazing star",4667966.139,612196.635,729.657408,154.1109687,279.1378772,156.54833
2018,18147,a,18147a,AdaHayden,7/20/2018,0.42,7/21/2018,1,BGE,n,battery,na,Perception,25,76.6,mostly clear,6.7,SE,14:13:00,14:17:51,291,3,yes,,no,grass,no,,no,,Sod,vegetative blazing star,4667940.73,612196.735,"2 cmw, 2 purple blazing star",4667966.139,612196.635,245.3608977,130.4726262,57.25490023,105.7694486
2018,18147,b,18147b,AdaHayden,7/20/2018,0.42,7/22/2018,2,BGE,n,battery,na,Perception,50,68.1,cloudy,5.5,SSE,9:36:00,9:51:00,900,1,no,15,no,,no,,no,,Sod,vegetative blazing star,4667941.866,612195.904,"2 cmw, 2 purple blazing star","4,667,992.04","612,195.59",,,,
2018,18148,a,18148a,AdaHayden,7/20/2018,,7/21/2018,1,BGE,n,battery,na,Perception,25,80,mostly clear,7,SSE,14:30:00,14:32:13,133,4,yes,,no,grass,no,,yes,lost,Sod,vegetative blazing star,4667940.73,612196.735,"2 cmw, 2 purple blazing star",4667966.139,612196.635,516.2285991,152.3106244,0.796052762,116.8869342
2018,18149,a,18149a,AdaHayden,7/20/2018,,7/21/2018,1,BGE,n,battery,na,Perception,25,78.2,mostly clear,5.3,SSE,14:56:00,14:58:00,120,3,yes,,no,,no,,yes,lost,Sod,vegetative blazing star,4667940.73,612196.735,"2 cmw, 2 purple blazing star",4667966.139,612196.635,749.0720709,152.4528199,287.0561318,152.4387251
2018,18152,a,18152a,AdaHayden,7/20/2018,0.39,7/22/2018,2,BGE,n,battery,na,Perception,50,67.8,cloudy,5.1,S,9:59:00,10:14:00,900,1,no,15,no,,no,,no,,Sod,vegetative blazing star,4667941.866,612195.904,"2 cmw, 2 purple blazing star","4,667,992.04","612,195.59",,,,
2018,18152,b,18152b,AdaHayden,7/20/2018,0.39,7/22/2018,2,BGE,n,battery,na,Perception,50,71.1,mostly cloudy,5.8,SSW,11:17:00,11:35:57,1137,3,yes,,no ,grass,no,,no,,Sod,vegetative blazing star,4667941.866,612195.904,"2 cmw, 2 purple blazing star","4,667,992.04","612,195.59",10.70848729,123.6900675,2.21054292,155.4058881
2018,18153,a,18153a,AdaHayden,7/20/2018,0.23,7/22/2018,2,BGE,n,battery,na,Perception,50,76.1,mostly cloudy,4.9,S,11:40:00,11:48:38,518,7,yes,,no ,grass,no,,no,,Sod,vegetative blazing star,4667941.866,612195.904,"2 cmw, 2 purple blazing star","4,667,992.04","612,195.59",165.2329295,198.8297078,2.21054292,160.9912929
2018,18154,a,18154a,AdaHayden,7/20/2018,0.37,7/22/2018,2,BGE,n,battery,na,Perception,50,76.5,mostly cloudy,6.9,S,12:08:00,12:23:00,900,1,no,15,no,,no,,no,,Sod,vegetative blazing star,4667941.866,612195.904,"2 cmw, 2 purple blazing star","4,667,992.04","612,195.59",,,,
2018,18159,a,18159a,BGE,7/21/2018,0.31,7/22/2018,1,BGE,y,battery,na,Perception,50,72.2,mostly cloudy,6,S,12:28:00,12:43:00,900,1,no,15,no,,no,,no,,Sod,vegetative blazing star,4667941.866,612195.904,"2 cmw, 2 purple blazing star","4,667,992.04","612,195.59",,,,
2018,18161,a,18161a,AdaHayden,7/23/2018,0.42,7/24/2018,1,Stensland,n,battery,na,Perception,5,82.1,clear,4.6,SSE,13:54:00,14:05:02,662,3,yes,,no,,no,,yes,berm,Sod,vegetative blazing star,4622527.192,434082.332,"2 cmw, 2 purple blazing star","4,622,532.16","434,082.81",140.4813646,108.3085537,21.40179432,106.5043614
2018,18162,a,18162a,AdaHayden,7/23/2018,,7/24/2018,1,Stensland,n,battery,na,Perception,5,83.1,clear,4.2,S,13:36:00,13:45:03,543,4,yes,,no,,no,,yes,lost,Sod,vegetative blazing star,4622527.192,434082.332,"2 cmw, 2 purple blazing star","4,622,532.16","434,082.81",185.3193776,158.3869023,50.71217803,163.2087709
2018,18163,a,18163a,AdaHayden,7/23/2018,0.49,7/24/2018,1,Stensland,n,battery,na,Perception,5,83.4,clear,6.8,SSE,13:16:00,13:31:00,900,1,no,15,no,,no,,no,,Sod,vegetative blazing star,4622527.192,434082.332,"2 cmw, 2 purple blazing star","4,622,532.16","434,082.81",,,,
2018,18164,a,18164a,AdaHayden,7/23/2018,0.49,7/24/2018,1,Stensland,n,battery,na,Perception,5,83.2,clear,4.4,SSE,12:59:00,13:01:13,133,5,yes,,no,grass,no,,yes,berm,Sod,vegetative blazing star,4622527.192,434082.332,"2 cmw, 2 purple blazing star","4,622,532.16","434,082.81",165.7753685,200.3982818,2.773481567,167.7176724
2018,18165,a,18165a,AdaHayden,7/23/2018,0.56,7/24/2018,1,Stensland,n,battery,na,Perception,5,82.5,clear,3.3,SSE,12:38:00,12:53:00,900,1,no,15,no,,no,,no,,Sod,vegetative blazing star,4622527.192,434082.332,"2 cmw, 2 purple blazing star","4,622,532.16","434,082.81",,,,
2018,18166,a,18166a,AdaHayden,7/23/2018,,7/24/2018,1,Stensland,n,battery,na,Perception,5,81.8,clear,6.3,SSE,12:15:00,12:22:03,423,3,yes,,no,,no,,yes,lost,Sod,vegetative blazing star,4622527.192,434082.332,"2 cmw, 2 purple blazing star","4,622,532.16","434,082.81",291.5033262,181.7967866,52.72382099,164.3531491
2018,18167,a,18167a,AdaHayden,7/23/2018,0.38,7/24/2018,1,Stensland,n,battery,na,Perception,5,79.8,clear,4.8,SSE,12:00:00,12:15:00,900,1,no,15,no,,no,,no,,Sod,vegetative blazing star,4622527.192,434082.332,"2 cmw, 2 purple blazing star","4,622,532.16","434,082.81",,,,
2018,18168,a,18168a,AdaHayden,7/23/2018,,7/24/2018,1,Stensland,n,battery,na,Perception,5,83,clear,8.3,SSE,11:49:00,11:54:02,302,3,yes,,no,,no,,yes,lost,Sod,vegetative blazing star,4622527.192,434082.332,"2 cmw, 2 purple blazing star","4,622,532.16","434,082.81",170.676378,173.6219951,25.32043049,133.7518537
2018,18169,a,18169a,AdaHayden,7/23/2018,0.46,7/24/2018,1,Stensland,n,battery,na,Perception,5,80.1,clear,6.2,SSE,11:27:00,11:30:02,182,4,yes,,no,soy,no,,yes,soy,Sod,vegetative blazing star,4622527.192,434082.332,"2 cmw, 2 purple blazing star","4,622,532.16","434,082.81",263.768435,185.3252091,169.759623,177.5151385
2018,18170,a,18170a,AdaHayden,7/23/2018,0.42,7/24/2018,1,Stensland,n,battery,na,Perception,5,79.6,clear,6.4,SE,11:12:00,11:15:05,185,5,yes,,no,grass,no,,yes,berm,Sod,vegetative blazing star,4622527.192,434082.332,"2 cmw, 2 purple blazing star","4,622,532.16","434,082.81",62.37892994,85.90914792,1.636245703,188.0805814
2018,18171,a,18171a,AdaHayden,7/23/2018,0.51,7/24/2018,1,Stensland,n,battery,na,Perception,5,77.1,clear,5.6,SSE,11:00:00,11:05:35,335,4,yes,,no,grass,no,,yes,berm,Sod,vegetative blazing star,4622527.192,434082.332,"2 cmw, 2 purple blazing star","4,622,532.16","434,082.81",145.7324799,145.2150822,28.16906992,141.3846637
2018,18172,a,18172a,AdaHayden,7/23/2018,0.43,7/24/2018,1,Stensland,n,battery,na,Perception,5,78.5,clear,5.1,SE,10:39:00,10:54:00,900,1,no,15,no,,no,,no,,Sod,vegetative blazing star,4622527.192,434082.332,"2 cmw, 2 purple blazing star","4,622,532.16","434,082.81",,,,
2018,18173,a,18173a,Stensland,7/24/2018,0.48,7/26/2018,2,Stensland,y,battery,na,Perception,25,72.1,mostly clear,5.2,SE,9:44:00,9:59:00,900,1,no,15,no,,no,,no,,Sod,vegetative blazing star,4622507.88,434018.719,"2 cmw, 2 purple blazing star","4,622,527.65","434,002.89",,,,
2018,18174,a,18174a,Stensland,7/24/2018,,7/26/2018,2,Stensland,y,battery,na,Perception,25,72.6,mostly clear,8.5,SE,10:05:00,10:17:36,756,5,yes,,no,grass,no,,yes,lost,Sod,vegetative blazing star,4622507.88,434018.719,"2 cmw, 2 purple blazing star","4,622,527.65","434,002.89",426.8618508,120.5017502,38.13377112,110.2359899
2018,18175,a,18175a,IowaStateUniversity,7/24/2018,,7/26/2018,2,Stensland,n,battery,na,Perception,25,75,mostly clear,9.8,SE,10:36:00,10:42:36,396,5,yes,,no,grass,no,,yes,lost,Sod,vegetative blazing star,4622507.88,434018.719,"2 cmw, 2 purple blazing star","4,622,527.65","434,002.89",248.3804131,113.8673966,27.37041651,118.690652
2018,18176,a,18176a,AdaHayden,7/25/2018,0.39,7/26/2018,1,Stensland,n,battery,na,Perception,25,73.9,mostly clear,13.6,SE,10:58:00,11:15:13,1033,5,yes,,no,grass,no,,yes,berm,Sod,vegetative blazing star,4622507.88,434018.719,"2 cmw, 2 purple blazing star","4,622,527.65","434,002.89",42.72243907,102.6830003,2.792167617,92.257804
2018,18177,a,18177a,AdaHayden,7/25/2018,,7/26/2018,1,Stensland,n,battery,na,Perception,25,77.6,mostly clear,11.1,SE,11:22:00,11:26:01,241,2,yes,,no,,no,,yes,lost,Sod,vegetative blazing star,4622507.88,434018.719,"2 cmw, 2 purple blazing star","4,622,527.65","434,002.89",387.8737507,128.9587918,387.8737507,128.9587918
2018,18178,a,18178a,AdaHayden,7/25/2018,0.49,7/26/2018,1,Stensland,n,battery,na,Perception,25,74.9,mostly clear,9.3,SE,11:57:00,12:03:07,367,3,yes,,no,grass,no,,no,,Sod,vegetative blazing star,4622507.88,434018.719,"2 cmw, 2 purple blazing star","4,622,527.65","434,002.89",43.06189615,98.84327538,47.44382889,108.2783721
2018,18179,a,18179a,AdaHayden,7/25/2018,,7/26/2018,1,Stensland,n,battery,na,Perception,25,78.2,mostly clear,9.2,SE,12:13:00,12:15:02,122,3,yes,,no,,no,,yes,lost,Sod,vegetative blazing star,4622507.88,434018.719,"2 cmw, 2 purple blazing star","4,622,527.65","434,002.89",167.6790449,112.7710013,43.6317373,116.0776142
2018,18180,a,18180a,AdaHayden,7/25/2018,0.37,7/26/2018,1,Stensland,n,battery,na,Perception,25,79.8,mostly clear,11.2,SE,13:10:00,13:12:07,127,3,yes,,no,grass,no,,no,,Sod,vegetative blazing star,4622507.88,434018.719,"2 cmw, 2 purple blazing star","4,622,527.65","434,002.89",79.46520496,88.06730741,53.02318927,95.13964349
2018,18181,a,18181a,AdaHayden,7/25/2018,0.56,7/26/2018,1,Stensland,n,battery,na,Perception,25,79.4,mostly clear,10.3,SE,13:20:00,13:25:06,306,4,yes,,no,grass,no,,yes,trees,Sod,vegetative blazing star,4622507.88,434018.719,"2 cmw, 2 purple blazing star","4,622,527.65","434,002.89",408.9487994,123.9558582,82.66598091,109.3423813
2018,18190,a,18190a,AdaHayden,7/27/2018,0.37,7/29/2018,2,BGE,n,transmitter,16,Perception,5,79,mostly clear,1,NW,10:29:00,10:40:45,705,5,yes,,no,grass,yes,potted resources as trap,no,,Sod,vegetative blazing star,4667964.808,612187.161,"2 cmw, 2 purple blazing star","4,667,967.51","612,191.40",46.06574866,271.9157823,4.351976562,55.5796243
2018,18191,a,18191a,AdaHayden,7/27/2018,0.45,7/29/2018,2,BGE,n,transmitter,16,Perception,5,83.5,mostly clear,2,light & variable,10:52:00,11:06:54,894,2,yes,,no,,no,,no,,Sod,vegetative blazing star,4667964.808,612187.161,"2 cmw, 2 purple blazing star","4,667,967.51","612,191.40",5.019372471,342.6119275,5.019372471,342.6119275
2018,18192,a,18192a,AdaHayden,7/27/2018,0.48,7/29/2018,2,BGE,n,transmitter,16,Perception,5,79,mostly clear,1,light & variable,11:16:00,11:28:09,729,5,yes,,no,blazing star,yes,potted resources as trap,no,,Sod,vegetative blazing star,4667964.808,612187.161,"2 cmw, 2 purple blazing star","4,667,967.51","612,191.40",22.65862308,248.3488496,30.55361517,270.881404
2018,18193,a,18193a,AdaHayden,7/27/2018,0.36,7/29/2018,2,BGE,n,transmitter,16,Perception,5,81,mostly clear,1,light & variable,11:39:00,11:54:00,900,1,no,15,no,,no,,no,,Sod,vegetative blazing star,4667964.808,612187.161,"2 cmw, 2 purple blazing star","4,667,967.51","612,191.40",,,,
2018,18194,a,18194a,AdaHayden,7/27/2018,0.46,7/29/2018,2,BGE,n,transmitter,16,Perception,5,78,mostly clear,1,light & variable,12:13:00,12:28:00,900,1,no,15,no,,no,,no,,Sod,vegetative blazing star,4667964.808,612187.161,"2 cmw, 2 purple blazing star","4,667,967.51","612,191.40",,,,
2018,18195,a,18195a,AdaHayden,7/27/2018,0.36,7/29/2018,2,BGE,n,transmitter,16,Perception,5,84,mostly clear,0.5,light & variable,12:35:00,12:46:59,719,6,yes,,no,grass,no,,no,,Sod,vegetative blazing star,4667964.808,612187.161,"2 cmw, 2 purple blazing star","4,667,967.51","612,191.40",12.75017255,76.15993686,1.212023102,86.68905847
2018,18196,a,18196a,AdaHayden,7/27/2018,0.51,7/29/2018,2,BGE,n,transmitter,16,Perception,5,78.5,mostly clear,1.5,light & variable,13:00:00,13:02:19,139,2,yes,,yes,blazing star,no,,no,,Sod,vegetative blazing star,4667964.808,612187.161,"2 cmw, 2 purple blazing star","4,667,967.51","612,191.40",5.147785932,55.84688399,5.147785932,55.84688399
2018,18197,a,18197a,AdaHayden,7/27/2018,0.47,7/29/2018,2,BGE,n,transmitter,16,Perception,5,78,mostly clear,1.5,light & variable,13:10:00,13:20:00,600,1,no,10,no,,no,,no,,Sod,vegetative blazing star,4667964.808,612187.161,"2 cmw, 2 purple blazing star","4,667,967.51","612,191.40",,,,
2018,18198,a,18198a,AdaHayden,7/27/2018,0.38,7/29/2018,2,BGE,n,transmitter,16,Perception,5,78,mostly clear,1.5,light & variable,13:26:00,13:30:57,297,2,yes,,no,grass,no,,no,,Sod,vegetative blazing star,4667964.808,612187.161,"2 cmw, 2 purple blazing star","4,667,967.51","612,191.40",0.761577311,23.1985905,0.761577311,23.1985905
2018,18199,a,18199a,AdaHayden,7/27/2018,0.49,7/29/2018,2,BGE,n,transmitter,16,Perception,5,88.5,mostly clear,3,light & variable,13:50:00,13:57:50,470,4,yes,,no,grass,no,,no,,Sod,vegetative blazing star,4667964.808,612187.161,"2 cmw, 2 purple blazing star","4,667,967.51","612,191.40",24.83181226,179.307777,0.39408121,35.70669137
2018,18200,a,18200a,AdaHayden,7/27/2018,0.37,7/29/2018,2,BGE,n,transmitter,16,Perception,5,79,mostly clear,1.5,light & variable,14:08:00,14:10:00,120,1,no,15,no,,no,,no,,Sod,vegetative blazing star,4667964.808,612187.161,"2 cmw, 2 purple blazing star","4,667,967.51","612,191.40",214.2620382,220.9084556,214.2620382,220.9084556
2018,18201,a,18201a,BGE,7/29/2018,0.47,7/29/2018,0,BGE,y,battery,na,Perception,5,83.5,mostly clear,0,light & variable,14:28:00,14:28:00,0,2,yes,,no,,no,,no,,Sod,vegetative blazing star,4667964.808,612187.161,"2 cmw, 2 purple blazing star","4,667,967.51","612,191.40",,,,
2018,18203,a,18203a,AdaHayden,7/30/2018,0.43,7/31/2018,1,Stensland,n,battery,na,Perception,75,83.3,mostly clear,3.3,SE,10:54:00,11:03:10,550,4,yes,,no,grass,no,,no,,Sod,vegetative blazing star,4622515.476,433995.11,"2 cmw, 2 purple blazing star","4,622,582.85","433,963.00",167.5110638,104.7646283,1.106752005,147.1714582
2018,18204,a,18204a,AdaHayden,7/30/2018,0.43,7/31/2018,1,Stensland,n,battery,na,Perception,75,87.8,mostly clear,0.4,SSE,11:12:00,11:18:07,367,4,yes,,yes,grass,no,,no,,Sod,vegetative blazing star,4622515.476,433995.11,"2 cmw, 2 purple blazing star","4,622,582.85","433,963.00",75.68230506,334.0816235,0.743034319,298.9797077
2018,18205,a,18205a,AdaHayden,7/30/2018,0.5,7/31/2018,1,Stensland,n,battery,na,Perception,75,86,mostly clear,0.8,SSE,11:31:00,11:33:10,130,4,yes,,no,,no,,no,,Sod,vegetative blazing star,4622515.476,433995.11,"2 cmw, 2 purple blazing star","4,622,582.85","433,963.00",3.786211827,80.1147466,0.521536192,327.5288077
2018,18206,a,18206a,AdaHayden,7/30/2018,,7/31/2018,1,Stensland,n,battery,na,Perception,75,87.2,mostly clear,4.7,SSE,11:42:00,11:55:33,813,4,yes,,no,,no,,yes,trees,Sod,vegetative blazing star,4622515.476,433995.11,"2 cmw, 2 purple blazing star","4,622,582.85","433,963.00",148.398814,254.9074221,86.12097596,242.3846141
2018,18207,a,18207a,IowaStateUniversity,7/30/2018,0.46,7/31/2018,1,Stensland,n,battery,na,Perception,75,89.4,mostly clear,0,SSE,12:18:00,12:33:00,900,1,no,15,no,,no,,no,,Sod,vegetative blazing star,4622515.476,433995.11,"2 cmw, 2 purple blazing star","4,622,582.85","433,963.00",,,,
2018,18208,a,18208a,AdaHayden,7/30/2018,,7/31/2018,1,Stensland,n,battery,na,Perception,75,84.3,mostly clear,4.7,SSE,12:39:00,12:41:11,131,5,yes,,no,grass,no,,yes,trees,Sod,vegetative blazing star,4622515.476,433995.11,"2 cmw, 2 purple blazing star","4,622,582.85","433,963.00",152.3208929,189.7517298,1.158015544,306.573031
2018,18209,a,18209a,AdaHayden,7/30/2018,0.54,7/31/2018,1,Stensland,n,battery,na,Perception,75,85.2,mostly clear,5.3,SSE,13:04:00,13:05:31,91,2,yes,,no,,no,,no,,Sod,vegetative blazing star,4622515.476,433995.11,"2 cmw, 2 purple blazing star","4,622,582.85","433,963.00",147.5243712,188.7688989,147.5243712,188.7688989
2018,18210,a,18210a,AdaHayden,7/30/2018,,7/31/2018,1,Stensland,n,battery,na,Perception,75,87.9,mostly clear,1.7,SSE,13:14:00,13:20:08,368,4,yes,,no,grass,no,,yes,lost,Sod,vegetative blazing star,4622515.476,433995.11,"2 cmw, 2 purple blazing star","4,622,582.85","433,963.00",154.5037336,269.2360521,9.234554673,268.2003996
2018,18211,a,18211a,AdaHayden,7/30/2018,0.53,7/31/2018,1,Stensland,n,battery,na,Perception,75,85.3,mostly clear,1.7,SSE,13:36:00,13:43:07,427,3,yes,,no,grass,no,,yes,vegetation,Sod,vegetative blazing star,4622515.476,433995.11,"2 cmw, 2 purple blazing star","4,622,582.85","433,963.00",154.4128816,209.4503277,7.440436816,222.2218892
2018,18212,a,18212a,AdaHayden,7/30/2018,0.5,7/31/2018,1,Stensland,n,battery,na,Perception,75,82.3,mostly clear,4,SSE,13:49:00,14:02:04,784,4,yes,,no,grass,no,,no,,Sod,vegetative blazing star,4622515.476,433995.11,"2 cmw, 2 purple blazing star","4,622,582.85","433,963.00",109.2811681,140.0373461,0.723671196,101.1546598
2017,17217,a,17217a,AdaHayden,8/4/2017,,8/5/2017,1,BGE,n,transmitter,na,Perception,5,74,mostly cloudy,4,NE,11:38:00,11:47:53,593,2,yes,,no,,no,,no ,,Sod,vegetative wild bergamot,4668591.425,613089.56,"2 cmw, 2 purple blazing star","4,668,589.35","613,085.37",118.0150249,39.01920537,118.0150249,39.01920537
